metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
lldlcepct	575	1.01761283551749	0.187242132833661	8.16066410991343e-08	0.650618255163514	1.38460741587147	 Cholesterol esters in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
lldlfcpct	575	-0.376522224335438	0.0513099861909419	7.54119819982605e-13	-0.477089797269684	-0.275954651401192	Free cholesterol in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
lldltgpct	575	-0.29053001207673	0.0819097409576222	0.000421952937674651	-0.45107310435367	-0.129986919799791	Triglycerides in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mldlplpct	575	-0.559340072324294	0.191381808670885	0.00360921031337228	-0.934448417319229	-0.184231727329359	Phospholipids in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mldlcpct	575	0.971220149720941	0.260373120559846	0.000210646516222594	0.460888833423643	1.48155146601824	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mldlcepct	575	1.52199954456884	0.359319547423629	2.65752038322456e-05	0.817733231618527	2.22626585751915	Cholesterol esters in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mldlfcpct	575	-0.550455395386059	0.11104728918438	9.47145972423326e-07	-0.768108082187444	-0.332802708584674	Free cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mldltgpct	575	-0.411782043056438	0.092331099902421	9.89243169681343e-06	-0.592750998865183	-0.230813087247693	Triglycerides in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
sldlplpct	575	-0.882157964895762	0.234625283851617	0.000187647327891791	-1.34202352124493	-0.422292408546593	Phospholipids in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
sldlcpct	575	0.968538708283691	0.295743826691743	0.00112137247832117	0.388880807967875	1.54819660859951	Total cholesterol in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
sldlcepct	575	1.37986877210954	0.360192706299747	0.000141921115537204	0.673891067762036	2.08584647645704	Cholesterol esters in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
sldlfcpct	575	-0.411299781895219	0.0776424562207976	1.68399208388346e-07	-0.563478996087982	-0.259120567702456	Free cholesterol in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
sldltgpct	575	-0.0862466341037035	0.087280311814171	0.323497346932294	-0.257316045259479	0.0848227770520716	Triglycerides in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
xlhdlplpct	575	-2.1054580296578	0.517819253654578	5.45896216564291e-05	-3.12038376682077	-1.09053229249483	Phospholipids in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
xlhdlcpct	575	1.1352523919046	0.456570697429583	0.0131882065253128	0.240373824942617	2.03013095886658	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
xlhdlcepct	575	1.80378775217905	0.469156997417865	0.000134346667525299	0.884240037240035	2.72333546711807	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
xlhdlfcpct	575	-0.668114964343153	0.126281576082127	1.74366954882786e-07	-0.915626853464122	-0.420603075222184	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
xlhdltgpct	575	0.969908797001975	0.178296580003368	7.94092839096413e-08	0.620447500195374	1.31937009380858	Triglycerides in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
lhdlplpct	575	1.54013549579538	0.188623105148812	2.09085864342155e-15	1.17043420970371	1.90983678188705	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
lhdlcpct	575	-2.19388662742464	0.230898107993875	5.755416307469e-20	-2.64644691909263	-1.74132633575664	Total cholesterol in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
lhdlcepct	575	-1.36178242002061	0.162302759936151	3.86987777979098e-16	-1.67989582949547	-1.04366901054575	Cholesterol esters in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
lhdlfcpct	575	-0.832309790690919	0.081850278848148	2.00206178266798e-22	-0.992736337233289	-0.671883244148549	Free cholesterol in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
lhdltgpct	575	0.653645735977056	0.122858422274759	1.49360051813895e-07	0.412843228318528	0.894448243635584	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mhdlplpct	575	0.0380135481693796	0.0415799783965296	0.360986065144324	-0.0434832094878184	0.119510305826578	Phospholipids in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mhdlcpct	575	-0.495908488218142	0.0893857540360427	4.43983837577133e-08	-0.671104566128786	-0.320712410307498	Total cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mhdlcepct	575	-0.331859369901537	0.0737299912389352	8.21117881292638e-06	-0.47637015272985	-0.187348587073224	Cholesterol esters in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mhdlfcpct	575	-0.163803865169657	0.0309707487447396	1.75909096410467e-07	-0.224506532709347	-0.103101197629967	Free cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
mhdltgpct	575	0.457795547649009	0.0585767879603308	2.67884677699476e-14	0.342985043246761	0.572606052051257	Triglycerides in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
shdlplpct	575	-0.121925874623499	0.138863481629546	0.380301012465344	-0.394098298617409	0.150246549370411	Phospholipids in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
shdlcpct	575	-0.152042636035903	0.160699755682958	0.344486014918368	-0.467014157174501	0.162928885102695	Total cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
shdlcepct	575	-0.0718403424135152	0.174123906696376	0.680069046162359	-0.413123199538412	0.269442514711382	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
shdlfcpct	575	-0.0804179963249949	0.0185584349843996	1.73831900175558e-05	-0.116792528894418	-0.0440434637555717	Free cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
shdltgpct	575	0.27388501483476	0.040538263038772	3.52083253931365e-11	0.194430019278767	0.353340010390753	Triglycerides in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
vldld	575	0.442969893862962	0.0501158972370563	1.21482462764104e-17	0.344742735278332	0.541197052447592	Mean diameter for VLDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	VLDL particle size (nm)	VLDL particles size	no	bmi	young_adults	model3	physical activity
ldld	575	-0.0168854892146551	0.00826305622674733	0.0414654173749274	-0.0330810794190799	-0.000689899010230331	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no	bmi	young_adults	model3	physical activity
hdld	575	-0.0875842554658794	0.0108013419153707	3.17489636961827e-15	-0.108754885620006	-0.0664136253117528	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	HDL particles size	no	bmi	young_adults	model3	physical activity
serumc	575	0.0664347601736716	0.0415203370394081	0.11014373174522	-0.0149451004235683	0.147814620770911	Serum total cholesterol (mmol/l)	Cholesterol	Cholesterol	Total cholesterol (mmol/l)	Total C	no	bmi	young_adults	model3	physical activity
vldlc	575	0.0719417141152911	0.00837864051065596	8.67342948453598e-17	0.0555195787144054	0.0883638495161768	Total cholesterol in VLDL (mmol/l)	Cholesterol	Cholesterol	VLDL cholesterol (mmol/l)	VLDL C	no	bmi	young_adults	model3	physical activity
remnantc	575	0.0972656788762769	0.01492880658896	1.60270884926203e-10	0.0680052179619153	0.126526139790639	Remnant cholesterol (non-HDL, non-LDL -cholesterol) (mmol/l)	Cholesterol	Cholesterol	Remnant cholesterol (mmol/l)	Remnant C	no	bmi	young_adults	model3	physical activity
ldlc	575	0.0730772631284462	0.0209191343334149	0.000514268494631121	0.032075759834953	0.114078766421939	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no	bmi	young_adults	model3	physical activity
hdlc	575	-0.103956647974217	0.0158037589725445	1.08519947418301e-10	-0.134932015560404	-0.0729812803880298	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no	bmi	young_adults	model3	physical activity
hdl2c	575	-0.0979204744023162	0.0143618254810432	2.36807473153162e-11	-0.126069652345161	-0.0697712964594715	Total cholesterol in HDL2 (mmol/l)	Cholesterol	Cholesterol	HDL2 cholesterol (mmol/l)	HDL2 C	no	bmi	young_adults	model3	physical activity
hdl3c	575	-0.00602460129675342	0.00170297610055721	0.000436700383194513	-0.00936243445384555	-0.00268676813966129	Total cholesterol in HDL3 (mmol/l)	Cholesterol	Cholesterol	HDL3 cholesterol (mmol/l)	HDL3 C	no	bmi	young_adults	model3	physical activity
estc	575	0.0463361085839355	0.0296039953742288	0.118094449387428	-0.011687722349553	0.104359939517424	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	Esterified C	no	bmi	young_adults	model3	physical activity
freec	575	0.0200713955337643	0.0120376871210307	0.0959911033551453	-0.00352247122345587	0.0436652622909845	Free cholesterol (mmol/l)	Cholesterol	Cholesterol	Free cholesterol (mmol/l)	Free C	no	bmi	young_adults	model3	physical activity
serumtg	575	0.14582557564711	0.0167206997694032	3.05079808290607e-17	0.11305300409908	0.17859814719514	Serum total triglycerides (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Triglycerides (mmol/l)	Triglycerides	no	bmi	young_adults	model3	physical activity
vldltg	575	0.138363825747709	0.0142168830458018	8.36530443734362e-21	0.110498734977937	0.166228916517481	Triglycerides in VLDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	VLDL triglycerides (mmol/l)	VLDL triglycerides	no	bmi	young_adults	model3	physical activity
ldltg	575	0.0018736044964399	0.00186329115431641	0.315068220060396	-0.00177844616602026	0.00552565515890006	Triglycerides in LDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	LDL triglycerides (mmol/l)	LDL triglycerides	no	bmi	young_adults	model3	physical activity
hdltg	575	0.00259419434158078	0.00133064435150713	0.0517190826730673	-1.3868587373195e-05	0.00520225727053475	Triglycerides in HDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	HDL triglycerides (mmol/l)	HDL triglycerides	no	bmi	young_adults	model3	physical activity
totpg	575	-0.00723331016838488	0.0166783695255687	0.664675562771368	-0.0399229144384995	0.0254562941017298	Total phosphoglycerides (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphoglycerides (mmol/l)	Phosphoglycerides	no	bmi	young_adults	model3	physical activity
tgpg	575	0.0700292329885042	0.00866920603399007	3.98056075276587e-15	0.0530375891618837	0.0870208768151247	Ratio of triglycerides to phosphoglycerides ratio (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Triglycerides phosphoglycerides ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity
pc	575	0.0179647607869371	0.0179238756971074	0.316635416261884	-0.0171660355793934	0.0530955571532676	Phosphatidylcholine and other cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphatidylcholine + other cholines (mmol/l)	Phosphatidylcholine + other cholines	no	bmi	young_adults	model3	physical activity
sm	575	0.000262462505253394	0.00347301423823624	0.939786298513295	-0.00654464540168964	0.00706957041219643	Sphingomyelins (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Sphingomyelins (mmol/l)	Sphingomyelins	no	bmi	young_adults	model3	physical activity
totcho	575	-0.00071662739065631	0.0202126811837137	0.971729928090306	-0.0403334825107352	0.0389002277294225	Total cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Cholines (mmol/l)	Cholines	no	bmi	young_adults	model3	physical activity
apoa1	575	-0.040910263266841	0.0100358602837854	5.22725388512394e-05	-0.0605805494230604	-0.0212399771106216	Apolipoprotein A-I (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein A-I (g/l)	Apolipoprotein A-I	no	bmi	young_adults	model3	physical activity
apob	575	0.050819576537233	0.00758134606058043	4.93218915731077e-11	0.0359601382584954	0.0656790148159706	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein B (g/l)	Apolipoprotein B	no	bmi	young_adults	model3	physical activity
