metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
xsvldltgpct	2981	1.12006130698068	0.0777697795893926	1.64445191471054e-45	0.967632538985471	1.27249007497589	Triglycerides in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
idlplpct	2981	-0.14562932969459	0.016505100080845	1.85782906639646e-18	-0.177979325853046	-0.113279333536134	Phospholipids in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
idlcpct	2981	-0.264426301550679	0.0460431871978509	1.02407947567911e-08	-0.354670948458467	-0.174181654642891	Total cholesterol in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
idlcepct	2981	0.0392405162292699	0.0390024303555032	0.314447237084353	-0.0372042472675164	0.115685279726056	Cholesterol esters in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
idlfcpct	2981	-0.302479388847274	0.0192319923441045	1.32926080295675e-53	-0.340174093841719	-0.264784683852829	Free cholesterol in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
idltgpct	2981	0.415201920972238	0.0427041662008294	5.11325285563109e-22	0.331501755218612	0.498902086725864	Triglycerides in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lldlplpct	2981	-0.125965374725118	0.0312594930298757	5.72559832704165e-05	-0.187233981063674	-0.0646967683865616	Phospholipids in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lldlcpct	2981	-0.0141066432146617	0.0525614725670395	0.788422594609087	-0.117127129446059	0.0889138430167357	 Total cholesterol in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lldlcepct	2981	0.34470736005781	0.0569889113029876	1.6428300159335e-09	0.233009093903954	0.456405626211666	 Cholesterol esters in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lldlfcpct	2981	-0.354131857769176	0.0178092000075325	1.04131981374772e-82	-0.38903788978394	-0.319225825754412	Free cholesterol in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lldltgpct	2981	0.142475199135861	0.0345421355454838	3.81430045207631e-05	0.0747726134667128	0.210177784805009	Triglycerides in large LDL to total lipids in large LDL ratio (%)	Lipoprotein subclasses ratios	Large LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mldlplpct	2981	-0.124123384900855	0.0640697918643749	0.0528014264208983	-0.24970017695503	0.00145340715331982	Phospholipids in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mldlcpct	2981	0.0774882354341017	0.0809944731384254	0.338791355954374	-0.0812609319172121	0.236237402785415	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mldlcepct	2981	0.480552247883405	0.117105427902594	4.17728144455306e-05	0.251025609194321	0.710078886572489	Cholesterol esters in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mldlfcpct	2981	-0.395352212916844	0.0440617912024397	5.00934324585641e-19	-0.481713323673626	-0.308991102160062	Free cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mldltgpct	2981	0.0444605087843537	0.0348345430252325	0.201937198610692	-0.023815195545102	0.112736213113809	Triglycerides in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
sldlplpct	2981	-0.316694847119614	0.0748365954625832	2.38823262194206e-05	-0.463374574226277	-0.170015120012951	Phospholipids in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
sldlcpct	2981	0.000333778136382688	0.0911121800885005	0.997077301497716	-0.178246094837078	0.178913651109844	Total cholesterol in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
sldlcepct	2981	0.337469477595121	0.122145039051974	0.00576501716687511	0.098065201053252	0.57687375413699	Cholesterol esters in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
sldlfcpct	2981	-0.341796171174254	0.0413353947295411	2.0147578363653e-16	-0.422813544844155	-0.260778797504353	Free cholesterol in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
sldltgpct	2981	0.31930869399775	0.0348199833402448	8.57631494488684e-20	0.25106152665087	0.38755586134463	Triglycerides in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
xlhdlplpct	2981	-1.65860427172885	0.130728406070776	5.84162252778471e-36	-1.91483194762757	-1.40237659583013	Phospholipids in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
xlhdlcpct	2981	1.02005059925773	0.111722910304005	1.23041617176938e-19	0.80107369506188	1.23902750345358	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
xlhdlcepct	2981	1.19992344059613	0.107083801705517	1.42101265256041e-28	0.990039189253317	1.40980769193894	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
xlhdlfcpct	2981	-0.181998361867299	0.0226729720618037	1.4230318189102e-15	-0.226437387108434	-0.137559336626164	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
xlhdltgpct	2981	0.632118182874661	0.0527073105990968	2.13592799361003e-32	0.528811854100431	0.735424511648891	Triglycerides in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lhdlplpct	2981	1.41598234125691	0.0602037579123943	2.52581929144175e-112	1.29798297574862	1.5339817067652	Phospholipids in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lhdlcpct	2981	-1.59888948864821	0.0705269113558425	4.34026294932427e-105	-1.73712223490566	-1.46065674239076	Total cholesterol in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lhdlcepct	2981	-1.07645872033836	0.0491930000816888	1.53368605072418e-98	-1.17287700049847	-0.98004044017825	Cholesterol esters in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lhdlfcpct	2981	-0.523768090760908	0.0240764236579863	1.71021965067932e-97	-0.570957881130561	-0.476578300391255	Free cholesterol in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
lhdltgpct	2981	0.182162956957827	0.0254597023690014	1.04963105199233e-12	0.132261940314584	0.23206397360107	Triglycerides in large HDL to total lipids in large HDL ratio (%)	Lipoprotein subclasses ratios	Large HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mhdlplpct	2981	0.117722326102722	0.0224077557866975	1.5964895479795e-07	0.0738031247607949	0.161641527444649	Phospholipids in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mhdlcpct	2981	-0.554388771961677	0.0372125700839252	1.8258242282393e-48	-0.62732540932617	-0.481452134597184	Total cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mhdlcepct	2981	-0.459424676964732	0.03605888409639	3.05052873427989e-36	-0.530100089793656	-0.388749264135808	Cholesterol esters in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mhdlfcpct	2981	-0.0955829688067067	0.00848307992914449	7.24434884597246e-29	-0.11220980546783	-0.0789561321455835	Free cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
mhdltgpct	2981	0.441241067363277	0.0224944367814795	1.15889729966338e-80	0.397151971271577	0.485330163454977	Triglycerides in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
shdlplpct	2981	-0.363921162233585	0.0667774093577902	5.45601748841718e-08	-0.494804884574854	-0.233037439892316	Phospholipids in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
shdlcpct	2981	0.0416510156239523	0.0695098359011849	0.549078254658734	-0.0945882627423701	0.177890293990275	Total cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
shdlcepct	2981	0.153945875494565	0.0777311065601484	0.0477402502077519	0.00159290663667416	0.306298844352456	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
shdlfcpct	2981	-0.111775626057176	0.0102857699067183	5.29042449791084e-27	-0.131935735074344	-0.0916155170400081	Free cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
shdltgpct	2981	0.324269148446793	0.0183416030604594	1.3761201066717e-66	0.288319606448293	0.360218690445293	Triglycerides in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity
vldld	2981	0.457057736392179	0.0208365667250203	5.63059901230298e-99	0.416218065611139	0.497897407173219	Mean diameter for VLDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	VLDL particle size (nm)	VLDL particles size	no	whr	adults	model3	physical activity
ldld	2981	-0.0152099840729211	0.0018880015578728	1.12855968616651e-15	-0.0189104671263518	-0.0115095010194904	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no	whr	adults	model3	physical activity
hdld	2981	-0.0936712811492691	0.00380822508173514	9.23215737840487e-122	-0.10113540230947	-0.0862071599890682	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	HDL particles size	no	whr	adults	model3	physical activity
serumc	2981	0.0688616636767194	0.0159171112969552	1.56654386581732e-05	0.0376641255346872	0.100059201818752	Serum total cholesterol (mmol/l)	Cholesterol	Cholesterol	Total cholesterol (mmol/l)	Total C	no	whr	adults	model3	physical activity
vldlc	2981	0.0756065447144559	0.0040242619537647	1.66904868775622e-74	0.0677189912850771	0.0834940981438347	Total cholesterol in VLDL (mmol/l)	Cholesterol	Cholesterol	VLDL cholesterol (mmol/l)	VLDL C	no	whr	adults	model3	physical activity
remnantc	2981	0.095209082101738	0.00671808552969848	3.62377626028903e-44	0.082041634463529	0.108376529739947	Remnant cholesterol (non-HDL, non-LDL -cholesterol) (mmol/l)	Cholesterol	Cholesterol	Remnant cholesterol (mmol/l)	Remnant C	no	whr	adults	model3	physical activity
ldlc	2981	0.0704095801678696	0.00910993967693427	1.47339460310114e-14	0.0525540984010784	0.0882650619346608	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no	whr	adults	model3	physical activity
hdlc	2981	-0.0967444730873493	0.00521311500586346	7.85244966425028e-73	-0.106962178498842	-0.0865267676758569	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no	whr	adults	model3	physical activity
hdl2c	2981	-0.0911353430947543	0.00474673274824257	1.52767014008554e-77	-0.10043893928131	-0.0818317469081989	Total cholesterol in HDL2 (mmol/l)	Cholesterol	Cholesterol	HDL2 cholesterol (mmol/l)	HDL2 C	no	whr	adults	model3	physical activity
hdl3c	2981	-0.00561601962516532	0.000682434962658947	2.78240354067236e-16	-0.00695359215197686	-0.00427844709835378	Total cholesterol in HDL3 (mmol/l)	Cholesterol	Cholesterol	HDL3 cholesterol (mmol/l)	HDL3 C	no	whr	adults	model3	physical activity
estc	2981	0.0571811706038458	0.0114877806097383	6.80585129150036e-07	0.0346651206087587	0.0796972205989329	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	Esterified C	no	whr	adults	model3	physical activity
freec	2981	0.0116744621108817	0.00464188515960588	0.0119547057879347	0.00257636719805418	0.0207725570237092	Free cholesterol (mmol/l)	Cholesterol	Cholesterol	Free cholesterol (mmol/l)	Free C	no	whr	adults	model3	physical activity
serumtg	2981	0.173944013817059	0.00845976331120859	6.04644235958514e-88	0.15736287772709	0.190525149907028	Serum total triglycerides (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Triglycerides (mmol/l)	Triglycerides	no	whr	adults	model3	physical activity
vldltg	2981	0.152108382720233	0.00712196621958412	2.8324554490902e-94	0.138149328929848	0.166067436510618	Triglycerides in VLDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	VLDL triglycerides (mmol/l)	VLDL triglycerides	no	whr	adults	model3	physical activity
ldltg	2981	0.0102911440142411	0.000973896782329914	1.20095867219922e-25	0.00838230632087447	0.0121999817076077	Triglycerides in LDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	LDL triglycerides (mmol/l)	LDL triglycerides	no	whr	adults	model3	physical activity
hdltg	2981	0.00413099334880896	0.000607748474089164	1.28380486231733e-11	0.0029398063395942	0.00532218035802372	Triglycerides in HDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	HDL triglycerides (mmol/l)	HDL triglycerides	no	whr	adults	model3	physical activity
dag	2981	0.00275551857437984	0.00025325422075176	4.59190311350151e-27	0.00225914030170639	0.00325189684705329	Diacylglycerol (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Diacylglycerol (mmol/l)	Diacylglycerol	no	whr	adults	model3	physical activity
dagtg	2981	0.000721149910751503	0.000259168979186644	0.00542745392271826	0.000213178711545681	0.00122912110995733	Ratio of diacylglycerol to triglycerides (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Ratio of diacylglycerol to triglycerides (%)	Ratio	yes	whr	adults	model3	physical activity
totpg	2981	0.0142840640033291	0.00614209682958552	0.0201068219983136	0.00224555421734148	0.0263225737893167	Total phosphoglycerides (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphoglycerides (mmol/l)	Phosphoglycerides	no	whr	adults	model3	physical activity
tgpg	2981	0.0682444964895246	0.00344586536852752	4.24737893417566e-82	0.0614906003672107	0.0749983926118385	Ratio of triglycerides to phosphoglycerides ratio (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Triglycerides phosphoglycerides ratio (%)	Ratio	yes	whr	adults	model3	physical activity
pc	2981	0.00231538392318913	0.00604940263320881	0.701935555353924	-0.00954144523790014	0.0141722130842784	Phosphatidylcholine and other cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphatidylcholine + other cholines (mmol/l)	Phosphatidylcholine + other cholines	no	whr	adults	model3	physical activity
totcho	2981	0.00395866895567343	0.0065935337729876	0.54829441528326	-0.00896465723938226	0.0168819951507291	Total cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Cholines (mmol/l)	Cholines	no	whr	adults	model3	physical activity
apoa1	2981	-0.0345430648761645	0.00298592369272141	2.62172544284428e-30	-0.0403954753138985	-0.0286906544384305	Apolipoprotein A-I (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein A-I (g/l)	Apolipoprotein A-I	no	whr	adults	model3	physical activity
apob	2981	0.0518880004945027	0.00337797366966847	2.66571675478798e-51	0.0452671721019525	0.0585088288870529	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein B (g/l)	Apolipoprotein B	no	whr	adults	model3	physical activity
apobapoa1	2981	0.0424702652413464	0.00209520934705727	1.12458499367333e-85	0.0383636549211142	0.0465768755615786	Ratio of apolipoprotein B to apolipoprotein A-I	Apolipoproteins	Apolipoproteins	Apolipoprotein B/A-I (g/l)	Apolipoprotein B/A-I	no	whr	adults	model3	physical activity
totfa	2981	0.460197961593971	0.037116639654802	1.86018705882831e-34	0.387449347870559	0.532946575317383	Total fatty acids (mmol/l)	Fatty acids	Fatty acids	Total fatty acids (mmol/l)	Total fatty acids	no	whr	adults	model3	physical activity
falen	2981	0.0425912025011193	0.00641260470235993	3.67064940052686e-11	0.0300224972844938	0.0551599077177448	Estimated description of fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no	whr	adults	model3	physical activity
dha	2981	0.00246568516810256	0.000833975020952064	0.00313554449259797	0.000831094127036515	0.00410027620916861	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no	whr	adults	model3	physical activity
la	2981	0.0287513674782041	0.00985919485917135	0.00356977234622946	0.00942734555422825	0.04807538940218	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no	whr	adults	model3	physical activity
cla	2981	0.00187300505442976	0.000323613432999192	7.87577781065935e-09	0.00123872272575134	0.00250728738310818	Conjugated linoleic acid (mmol/l)	Fatty acids	Fatty acids	Conjugated linoleic acid (mmol/l)	Conjugated linoleic acid	no	whr	adults	model3	physical activity
faw3	2981	0.0102471911525728	0.00213332814741937	1.63733663430933e-06	0.00606586798363084	0.0144285143215148	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no	whr	adults	model3	physical activity
faw6	2981	0.058253312167174	0.0114857504032353	4.18278782267695e-07	0.0357412413768328	0.0807653829575152	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	n-6 fatty acids	no	whr	adults	model3	physical activity
pufa	2981	0.0684947621724283	0.0127657125360588	8.69130187816523e-08	0.043473965601753	0.0935155587431035	Polyunsaturated fatty acids (mmol/l)	Fatty acids	Fatty acids	PUFA (mmol/l)	PUFA	no	whr	adults	model3	physical activity
mufa	2981	0.208018085790364	0.0131187107730062	2.02399155928888e-54	0.182305412675272	0.233730758905456	Monounsaturated fatty acids; 16:1, 18:1 (mmol/l)	Fatty acids	Fatty acids	MUFA (mmol/l)	MUFA	no	whr	adults	model3	physical activity
sfa	2981	0.183678866556643	0.014239748017657	4.41975763483778e-37	0.155768960442035	0.211588772671251	Saturated fatty acids (mmol/l)	Fatty acids	Fatty acids	Saturated fatty acids (mmol/l)	Saturated fatty acids	no	whr	adults	model3	physical activity
dhafa	2981	-0.0310873562438917	0.00655342264684227	2.19763600932345e-06	-0.0439320646317025	-0.0182426478560809	Ratio of 22:6 docosahexaenoic acid to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Docosahexaenoic acid (%)	Ratio	yes	whr	adults	model3	physical activity
lafa	2981	-0.827685074380154	0.052187536650398	1.93033882486805e-54	-0.929972646214934	-0.725397502545374	Ratio of 18:2 linoleic acid to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Linoleic acid (%)	Ratio	yes	whr	adults	model3	physical activity
clafa	2981	0.00887459493264055	0.00280705829062809	0.00158523167393266	0.00337276068300949	0.0143764291822716	Ratio of conjugated linoleic acid to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Conjugated linoleic acid (%)	Ratio	yes	whr	adults	model3	physical activity
faw3fa	2981	-0.0710089296569816	0.0158514361137961	7.75838327882553e-06	-0.102077744440022	-0.0399401148739413	Ratio of omega-3 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-3 fatty acids (%)	Ratio	yes	whr	adults	model3	physical activity
faw6fa	2981	-0.829866569513018	0.0489490777363771	1.29689746368536e-61	-0.925806761876317	-0.733926377149719	Ratio of omega-6 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-6 fatty acids (%)	Ratio	yes	whr	adults	model3	physical activity
pufafa	2981	-0.90087406416644	0.0519344877778471	2.77001779568972e-64	-1.00266566021102	-0.79908246812186	Ratio of polyunsaturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	PUFA (%)	Ratio	yes	whr	adults	model3	physical activity
mufafa	2981	0.800829442136924	0.0528026493069215	4.21524552809509e-50	0.697336249495358	0.90432263477849	Ratio of monounsaturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	MUFA (%)	Ratio	yes	whr	adults	model3	physical activity
sfafa	2981	0.100144798010619	0.0329706988789983	0.00240711031621477	0.0355222282077823	0.164767367813456	Ratio of saturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Saturated fatty acids (%)	Ratio	yes	whr	adults	model3	physical activity
glc	2981	0.143199861066092	0.0163265408736239	2.92570291798591e-18	0.111199840953789	0.175199881178395	Glucose (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Glucose (mmol/l)	Glucose	no	whr	adults	model3	physical activity
lac	2981	0.0444165696068827	0.00679631933920328	7.4380542025871e-11	0.0310957837020443	0.0577373555117211	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no	whr	adults	model3	physical activity
pyr	2981	0.00558992522132574	0.000567698158430551	1.56098100410487e-22	0.00447723683080186	0.00670261361184962	Pyruvate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Pyruvate (mmol/l)	Pyruvate	no	whr	adults	model3	physical activity
cit	2981	-0.0026374847140363	0.000490048477129771	7.9351428060874e-08	-0.00359797972921065	-0.00167698969886195	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no	whr	adults	model3	physical activity
ala	2981	0.0111945599770958	0.00114414123101492	2.84237608640027e-22	0.00895204316430656	0.013437076789885	Alanine (mmol/l)	Amino acids	Amino acids	Alanine (mmol/l)	Alanine	no	whr	adults	model3	physical activity
gln	2981	-0.0078819253829922	0.00105217438435037	8.95517547227241e-14	-0.00994418717631892	-0.00581966358966548	Glutamine (mmol/l)	Amino acids	Amino acids	Glutamine (mmol/l)	Glutamine	no	whr	adults	model3	physical activity
his	2981	-0.000145225421187825	0.000208822864533868	0.486829009075764	-0.000554518235674206	0.000264067393298556	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no	whr	adults	model3	physical activity
ile	2981	0.00417451233563516	0.000219975252713723	6.775365569742e-76	0.00374336084031626	0.00460566383095406	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no	whr	adults	model3	physical activity
leu	2981	0.00267432542966688	0.000191415561100713	5.18952462048164e-43	0.00229915092990948	0.00304949992942428	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no	whr	adults	model3	physical activity
val	2981	0.00780588862345953	0.000538869087203613	5.30570101480446e-46	0.00674970521254045	0.00886207203437861	Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine (mmol/l)	Valine	no	whr	adults	model3	physical activity
phe	2981	0.000881534206354709	0.000113169647470094	9.22318430040635e-15	0.000659721697313325	0.00110334671539609	Phenylalanine (mmol/l)	Amino acids	Aromatic amino acids	Phenylalanine (mmol/l)	Phenylalanine	no	whr	adults	model3	physical activity
tyr	2981	0.00221257958021642	0.000207685771590898	4.92085259404675e-26	0.00180551546789826	0.00261964369253458	Tyrosine (mmol/l)	Amino acids	Aromatic amino acids	Tyrosine (mmol/l)	Tyrosine	no	whr	adults	model3	physical activity
ace	2981	-0.000511277294135076	0.000459575975744419	0.26601409220156	-0.00141204620659414	0.000389491618323985	Acetate (mmol/l)	Ketone bodies	Ketone bodies	Acetate (mmol/l)	Acetate	no	whr	adults	model3	physical activity
bohbut	2981	-0.00345758384349819	0.00210856361893289	0.101156379141653	-0.00759036853660665	0.000675200849610274	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no	whr	adults	model3	physical activity
crea	2981	0.000263648327363908	0.000186409990722337	0.157364889639441	-0.000101715254451872	0.000629011909179689	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no	whr	adults	model3	physical activity
alb	2981	2.33234064001598e-05	8.02984985812883e-05	0.771485515853034	-0.000134061650819165	0.000180708463619485	Albumin  (signal area)	Fluid balance	Fluid balance	Albumin (signal area)	Albumin	no	whr	adults	model3	physical activity
gp	2981	0.063941900847564	0.00274480957761149	2.14261264170673e-110	0.0585620740754455	0.0693217276196825	Glycoprotein acetyls, mainly a1-acid glycoprotein (mmol/l)	Inflammation	Inflammation	Glycoprotein acetyls (mmol/l)	Glycoprotein acetyls	no	whr	adults	model3	physical activity
